epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,394.745,1.70682,1.49241,1.38944,0.71159,0.39886,0.51151,0.27142,1.71056,4.11044,1.44735,0.00103005,0.00103005,0.00103005
143,397.789,1.67174,1.44801,1.41974,0.38701,0.45228,0.40895,0.21849,1.81259,6.75011,1.60846,0.00102722,0.00102722,0.00102722
144,400.768,1.53078,1.34907,1.39345,0.38701,0.45228,0.40895,0.21849,1.81259,6.75011,1.60846,0.00102439,0.00102439,0.00102439
145,403.841,1.78635,1.59162,1.55814,0.56166,0.3896,0.42931,0.22192,1.92942,2.21953,1.47501,0.00102156,0.00102156,0.00102156
146,406.827,1.55377,1.33505,1.38679,0.82428,0.35183,0.43127,0.23198,1.91921,1.96702,1.46427,0.00101873,0.00101873,0.00101873
147,409.789,1.70924,1.49245,1.43495,0.82428,0.35183,0.43127,0.23198,1.91921,1.96702,1.46427,0.0010159,0.0010159,0.0010159
148,412.837,1.54895,1.34678,1.34378,0.69759,0.41307,0.45237,0.25409,1.83448,2.03124,1.44968,0.00101308,0.00101308,0.00101308
149,415.806,1.72711,1.52833,1.44911,0.76858,0.36182,0.43276,0.2893,1.70077,2.33555,1.40673,0.00101025,0.00101025,0.00101025
150,418.865,1.6758,1.39006,1.44263,0.76858,0.36182,0.43276,0.2893,1.70077,2.33555,1.40673,0.00100742,0.00100742,0.00100742
151,421.862,1.64826,1.45701,1.45491,0.84049,0.35459,0.47741,0.29093,1.60856,1.88957,1.24414,0.00100459,0.00100459,0.00100459
152,424.944,1.58992,1.35841,1.40407,0.66005,0.3896,0.46266,0.26763,1.68085,2.12993,1.25847,0.00100176,0.00100176,0.00100176
153,427.893,1.55993,1.29433,1.44503,0.66005,0.3896,0.46266,0.26763,1.68085,2.12993,1.25847,0.000998928,0.000998928,0.000998928
154,430.865,1.61672,1.31769,1.32423,0.81082,0.3896,0.46134,0.27488,1.74217,1.7878,1.2906,0.000996099,0.000996099,0.000996099
155,433.923,1.80227,1.57344,1.54349,0.68038,0.46866,0.48886,0.29067,1.80387,1.62228,1.38316,0.000993269,0.000993269,0.000993269
156,436.865,1.67007,1.46312,1.40441,0.68038,0.46866,0.48886,0.29067,1.80387,1.62228,1.38316,0.00099044,0.00099044,0.00099044
157,439.878,1.62302,1.37772,1.40859,0.63525,0.41524,0.45974,0.2768,1.71673,1.82092,1.33767,0.00098761,0.00098761,0.00098761
158,442.833,1.53395,1.36907,1.35848,0.6234,0.49644,0.46674,0.26394,1.67789,1.81453,1.29406,0.000984781,0.000984781,0.000984781
159,446.037,1.64047,1.41613,1.43191,0.6234,0.49644,0.46674,0.26394,1.67789,1.81453,1.29406,0.000981952,0.000981952,0.000981952
160,448.988,1.55423,1.32653,1.37576,0.90144,0.387,0.47533,0.2694,1.59431,2.37296,1.29355,0.000979122,0.000979122,0.000979122
161,451.918,1.66247,1.48311,1.45516,0.69319,0.47026,0.508,0.29935,1.54688,1.64497,1.22925,0.000976293,0.000976293,0.000976293
162,454.935,1.57532,1.19455,1.33162,0.69319,0.47026,0.508,0.29935,1.54688,1.64497,1.22925,0.000973463,0.000973463,0.000973463
163,457.889,1.52824,1.24507,1.37451,0.60027,0.4594,0.50679,0.31535,1.55207,1.60302,1.20684,0.000970634,0.000970634,0.000970634
164,461.041,1.47752,1.25325,1.33736,0.67964,0.42955,0.48897,0.30661,1.65109,2.00778,1.31554,0.000967805,0.000967805,0.000967805
165,464.169,1.57345,1.21609,1.33127,0.67964,0.42955,0.48897,0.30661,1.65109,2.00778,1.31554,0.000964975,0.000964975,0.000964975
166,467.263,1.4227,1.04687,1.235,0.62047,0.42949,0.50841,0.29197,1.64104,1.94961,1.31736,0.000962146,0.000962146,0.000962146
167,470.348,1.40767,1.12438,1.20102,0.65589,0.45513,0.5675,0.32432,1.5393,1.75285,1.21156,0.000959316,0.000959316,0.000959316
168,473.351,1.65859,1.31327,1.42985,0.65589,0.45513,0.5675,0.32432,1.5393,1.75285,1.21156,0.000956487,0.000956487,0.000956487
169,476.46,1.65472,1.3866,1.35678,0.49512,0.39974,0.50576,0.33034,1.57672,1.81563,1.21153,0.000953657,0.000953657,0.000953657
170,479.61,1.45913,1.17328,1.28791,0.90025,0.44302,0.56948,0.36113,1.44836,1.53617,1.15898,0.000950828,0.000950828,0.000950828
171,482.718,1.5445,1.23835,1.35983,0.90025,0.44302,0.56948,0.36113,1.44836,1.53617,1.15898,0.000947999,0.000947999,0.000947999
172,485.763,1.56056,1.39987,1.35704,0.69775,0.51938,0.55294,0.31764,1.62986,1.70072,1.2431,0.000945169,0.000945169,0.000945169
173,488.755,1.54064,1.38358,1.32833,0.5678,0.43162,0.47359,0.21957,2.01727,2.13057,1.40267,0.00094234,0.00094234,0.00094234
174,491.78,1.48945,1.20822,1.26185,0.5678,0.43162,0.47359,0.21957,2.01727,2.13057,1.40267,0.00093951,0.00093951,0.00093951
175,494.77,1.47276,1.35492,1.34743,0.4184,0.29283,0.37359,0.18115,1.92204,2.34995,1.33745,0.000936681,0.000936681,0.000936681
176,497.827,1.52259,1.2893,1.38618,0.91269,0.40803,0.54445,0.33384,1.50523,1.77241,1.20367,0.000933851,0.000933851,0.000933851
177,500.785,1.45455,1.23012,1.30595,0.91269,0.40803,0.54445,0.33384,1.50523,1.77241,1.20367,0.000931022,0.000931022,0.000931022
178,503.869,1.45522,1.19,1.35182,0.55355,0.53134,0.53992,0.3178,1.54259,2.7421,1.25168,0.000928193,0.000928193,0.000928193
179,506.866,1.37576,1.19956,1.23367,0.61902,0.5057,0.511,0.33213,1.49198,1.6382,1.18925,0.000925363,0.000925363,0.000925363
180,509.849,1.36843,1.1147,1.20845,0.76224,0.53134,0.55167,0.33234,1.43319,1.3698,1.14337,0.000922534,0.000922534,0.000922534
181,513.024,1.51881,1.29821,1.33833,0.76224,0.53134,0.55167,0.33234,1.43319,1.3698,1.14337,0.000919704,0.000919704,0.000919704
182,515.99,1.37598,1.12243,1.22291,0.70691,0.46609,0.48927,0.33133,1.5141,1.54447,1.16189,0.000916875,0.000916875,0.000916875
183,519.047,1.50911,1.40857,1.32083,0.67511,0.49946,0.54078,0.31908,1.55543,1.62986,1.18325,0.000914046,0.000914046,0.000914046
